Date_Last_Change,Project_Cost,Project_Size
2019-01-30 09:50:32,1,1
2019-01-30 09:50:32,1,1
2019-01-30 09:50:32,1,1
2019-01-30 09:50:32,1,1
2019-01-30 09:50:32,1,1
2019-03-28 12:53:37,1,1
2019-03-28 12:53:37,1,1
2019-03-28 12:53:37,1,1
2019-03-28 12:53:37,1,1
2018-12-11 14:51:47,250000,400
2018-12-11 14:51:47,250000,400
2018-12-11 14:51:47,250000,400
2018-12-19 10:49:40,1,1
2018-12-19 10:49:40,1,1
2018-12-19 10:49:40,1,1
2019-12-09 18:04:51,0,55000
2019-12-09 18:04:51,0,55000
2019-12-09 18:04:51,0,55000
2019-05-07 19:04:48,1,1
2018-12-13 20:17:13,1,1
2018-12-13 20:17:13,1,1
2018-12-13 20:17:13,1,1
2018-12-13 11:03:42,44,44
2018-12-13 11:03:42,44,44
2018-12-13 11:03:42,44,44
2018-12-13 11:03:42,44,44
2018-12-13 11:03:42,44,44
2018-12-13 11:03:42,44,44
2018-12-13 11:03:42,44,44
2018-12-13 11:03:42,44,44
2018-12-13 11:03:42,44,44
2018-12-13 11:03:42,44,44
2018-12-13 11:03:42,44,44
2018-12-13 11:03:42,44,44
2018-12-13 10:00:46,1,1
2018-12-13 10:00:46,1,1
2018-12-13 10:00:46,1,1
2019-04-04 14:06:43,1000000,5000
2019-04-04 14:06:43,1000000,5000
2019-01-04 23:45:15,0,16000
2019-01-04 23:45:15,0,16000
2019-01-04 23:45:15,0,16000
2018-12-14 15:59:34,1,1
2018-12-14 15:59:34,1,1
2018-12-16 19:00:40,1,1
2018-12-16 19:00:40,1,1
2018-12-16 19:00:40,1,1
2019-02-01 10:28:20,1,1
2019-02-01 10:28:20,1,1
2019-02-01 10:28:20,1,1
2019-01-15 16:43:40,1,1
2019-01-15 16:43:40,1,1
2019-01-15 16:43:40,1,1
2018-12-17 19:02:02,0,0
2018-12-17 19:02:02,0,0
2018-12-17 19:02:02,0,0
2019-01-03 20:13:10,20000,10000
2019-02-07 16:04:17,1,1
2019-02-07 16:04:17,1,1
2019-02-07 16:04:17,1,1
2019-02-07 16:04:17,1,1
2019-02-07 16:04:17,1,1
2019-02-07 16:04:17,1,1
2019-03-26 21:32:40,1,1
2019-03-26 21:32:40,1,1
2019-03-26 21:32:40,1,1
2019-03-26 21:32:40,1,1
2019-03-26 21:32:40,1,1
2018-12-17 17:05:13,1,1
2018-12-17 17:05:13,1,1
2018-12-17 17:05:13,1,1
2019-02-01 19:12:06,0,300000
2019-02-01 19:12:06,0,300000
2019-02-01 19:12:06,0,300000
2019-02-01 19:12:06,0,300000
2019-02-01 19:12:06,0,300000
2019-02-01 19:12:06,0,300000
2018-12-17 19:17:21,1,1
2018-12-17 19:17:21,1,1
2018-12-17 19:17:21,1,1
2019-02-01 09:38:29,1,1
2019-02-01 09:38:29,1,1
2019-02-01 09:38:29,1,1
2018-12-20 17:12:48,0,0
2018-12-20 17:12:48,0,0
2018-12-18 15:13:02,1,0
2018-12-18 15:13:02,1,0
2018-12-18 15:13:02,1,0
2018-12-18 16:54:01,1,1
2018-12-18 16:54:01,1,1
2018-12-18 16:54:01,1,1
2018-12-19 07:12:37,1,1
2018-12-19 07:12:37,1,1
2018-12-19 07:12:37,1,1
2020-01-29 15:22:59,1,1
2020-01-29 15:22:59,1,1
2020-01-29 15:22:59,1,1
2019-05-21 16:30:05,1,1
2019-05-21 16:30:05,1,1
2019-05-21 16:30:05,1,1
2018-12-19 13:18:04,1,0
2018-12-19 13:18:04,1,0
2018-12-19 13:18:04,1,0
2018-12-19 13:18:04,1,0
2018-12-19 13:18:04,1,0
2018-12-19 13:18:04,1,0
2018-12-19 13:18:04,1,0
2018-12-19 13:18:04,1,0
2018-12-19 13:18:04,1,0
2018-12-19 13:18:04,1,0
2018-12-19 13:18:04,1,0
2018-12-19 13:18:04,1,0
2018-12-19 13:18:04,1,0
2018-12-19 13:18:04,1,0
2018-12-19 13:18:04,1,0
2018-12-19 13:18:04,1,0
2018-12-19 13:18:04,1,0
2018-12-19 13:18:04,1,0
2018-12-19 13:18:04,1,0
2018-12-19 13:18:04,1,0
2019-05-24 12:27:29,1,1
2019-05-24 12:27:29,1,1
2019-05-24 12:27:29,1,1
2019-05-24 12:27:29,1,1
2019-05-24 12:27:29,1,1
2019-05-24 12:27:29,1,1
2019-05-24 12:27:29,1,1
2019-01-04 19:35:54,11111111,50000
2019-01-04 19:35:54,11111111,50000
2019-01-04 19:35:54,11111111,50000
2019-08-13 17:05:31,80000000,500000
2019-08-13 17:05:31,80000000,500000
2019-08-13 17:05:31,80000000,500000
2019-08-13 17:05:31,80000000,500000
2019-08-13 17:05:31,80000000,500000
2019-08-13 17:05:31,80000000,500000
2019-08-13 17:05:31,80000000,500000
2019-08-13 17:05:31,80000000,500000
2018-12-20 09:50:25,1,1
2018-12-20 09:50:25,1,1
2018-12-20 09:50:25,1,1
2018-12-20 09:50:25,1,1
2018-12-20 09:50:25,1,1
2018-12-20 09:50:25,1,1
2018-12-20 09:50:25,1,1
2018-12-20 09:50:25,1,1
2018-12-20 09:50:25,1,1
2018-12-21 14:10:20,0,18000
2018-12-21 14:10:20,0,18000
2018-12-21 14:10:20,0,18000
2018-12-21 14:10:20,0,18000
2018-12-21 14:10:20,0,18000
2018-12-20 21:33:08,1,1
2018-12-20 21:33:08,1,1
2019-02-02 07:19:03,1,1
2019-02-04 21:56:09,0,0
2019-02-02 07:19:03,1,1
2019-02-04 21:56:09,0,0
2019-04-18 09:50:13,1,1
2019-04-18 09:50:13,1,1
2019-04-18 09:50:13,1,1
2019-03-19 13:08:17,1,1
2019-03-19 13:08:17,1,1
2018-12-24 09:53:10,1,1
2018-12-24 09:53:10,1,1
2018-12-24 09:53:10,1,1
2018-12-26 09:17:30,1,1
2018-12-31 12:39:17,1,1
2018-12-31 12:39:17,1,1
2018-12-27 15:31:17,1,1
2019-02-05 16:00:48,9000000,64000
2019-02-05 16:00:48,9000000,64000
2019-02-05 16:00:48,9000000,64000
2018-12-28 10:24:41,1,1
2018-12-28 15:03:00,1,1
2018-12-28 16:08:43,1,1
2019-01-02 14:36:07,1,1
2019-01-02 14:36:07,1,1
2019-01-02 14:36:07,1,1
2019-01-02 14:36:07,1,1
2020-02-13 18:56:55,1,1
2020-02-13 18:56:55,1,1
2020-03-27 11:13:23,1,1
2020-03-27 11:13:23,1,1
2020-03-27 11:13:23,1,1
2020-03-27 11:13:23,1,1
2020-03-27 11:13:23,1,1
2020-03-27 11:13:23,1,1
2020-03-27 11:13:23,1,1
2020-03-27 11:13:23,1,1
2020-03-27 11:13:23,1,1
2020-03-27 11:13:23,1,1
2019-01-04 15:21:51,1,0
2019-01-04 15:21:51,1,0
2019-01-04 15:21:51,1,0
2019-01-04 15:21:51,1,0
2020-02-10 13:04:50,1,1
2020-02-10 13:04:50,1,1
2020-02-10 13:04:50,1,1
2020-02-10 13:04:50,1,1
2020-02-10 13:04:50,1,1
2019-03-14 14:39:31,0,0
2019-03-14 14:39:31,0,0
2019-03-14 14:39:31,0,0
2019-03-14 14:39:31,0,0
2019-01-30 10:34:16,1,1
2019-01-30 10:34:16,1,1
2019-01-07 22:50:47,1,1
2019-01-07 22:50:47,1,1
2019-01-07 22:50:47,1,1
2019-01-07 22:50:47,1,1
2019-01-07 22:50:47,1,1
2019-05-13 21:47:54,1000000,5000
2019-05-13 21:47:54,1000000,5000
2019-05-13 21:47:54,1000000,5000
2019-05-13 21:47:54,1000000,5000
2019-05-13 21:47:54,1000000,5000
2019-01-08 16:01:11,1,1
2019-11-01 18:40:12,0,0
2020-01-20 15:30:08,1,1
2020-01-20 15:30:08,1,1
2019-11-13 11:32:06,1,1
2019-11-13 11:32:06,1,1
2019-11-13 11:32:06,1,1
2019-11-13 11:32:06,1,1
2019-11-13 11:32:06,1,1
2019-01-10 20:31:43,1,0
2019-02-04 14:38:10,0,0
2019-02-04 14:38:10,0,0
2019-02-04 14:38:10,0,0
2019-02-04 14:38:10,0,0
2019-02-04 14:38:10,0,0
2019-02-04 14:38:10,0,0
2019-02-04 14:38:10,0,0
2019-02-04 14:38:10,0,0
2019-02-04 14:38:10,0,0
2019-01-17 17:56:32,1,1
2020-01-27 09:57:24,1,1
2019-01-09 19:57:29,1,1
2019-01-09 19:57:29,1,1
2019-01-09 19:57:29,1,1
2019-01-09 19:57:29,1,1
2019-01-09 19:57:29,1,1
2019-01-09 19:57:29,1,1
2019-01-09 19:57:29,1,1
2019-06-20 14:59:48,0,100000
2019-06-20 14:59:48,0,100000
2019-06-20 14:59:48,0,100000
2019-06-20 14:59:48,0,100000
2019-06-20 14:59:48,0,100000
2019-06-20 14:59:48,0,100000
2019-06-20 14:59:48,0,100000
2019-06-20 14:59:48,0,100000
2019-06-20 14:59:48,0,100000
2019-01-10 14:10:31,1,1
2019-01-10 14:10:31,1,1
2019-01-10 14:10:31,1,1
2020-02-19 11:25:15,1,0
2020-02-19 11:25:15,1,0
2020-02-19 11:25:15,1,0
2020-02-19 11:25:15,1,0
2020-02-19 11:25:15,1,0
2020-02-19 11:25:15,1,0
2020-02-19 11:25:15,1,0
2019-02-24 09:26:28,1,1
2019-05-10 09:43:19,1,1
2019-05-10 09:43:19,1,1
2019-01-11 15:48:00,1,1
2019-01-11 15:48:00,1,1
2019-01-11 15:48:00,1,1
2019-01-11 15:48:00,1,1
2019-01-11 15:48:00,1,1
2019-01-11 15:48:00,1,1
2019-01-11 15:48:00,1,1
2019-05-31 09:15:46,1,1
2019-05-31 09:15:46,1,1
2019-05-31 09:15:46,1,1
2019-05-31 09:15:46,1,1
2019-05-31 09:15:46,1,1
2019-05-31 09:15:46,1,1
2019-01-28 20:09:24,1,1
2019-01-28 20:09:24,1,1
2019-01-28 20:09:24,1,1
2019-01-28 20:09:24,1,1
2019-01-28 20:09:24,1,1
2019-02-15 09:15:13,1,1
2019-02-15 09:15:13,1,1
2019-04-15 16:34:45,1,1
2019-04-15 16:34:45,1,1
2019-04-15 16:34:45,1,1
2019-01-20 21:04:21,1,1
2019-01-20 21:04:21,1,1
2019-01-20 21:04:21,1,1
2019-01-20 21:04:21,1,1
2019-01-20 21:04:21,1,1
2019-01-20 21:04:21,1,1
2019-01-16 21:39:36,1,1
2019-05-09 11:26:53,1,0
2019-05-09 11:26:53,1,0
2019-07-25 14:46:02,1,1
2019-07-25 14:46:02,1,1
2019-07-25 14:46:02,1,1
2019-01-15 13:40:39,1,1
2019-01-15 13:40:39,1,1
2019-01-15 13:40:39,1,1
2019-04-24 16:22:06,1,1
2019-04-24 16:22:06,1,1
2019-04-24 16:22:06,1,1
2020-02-03 12:47:01,1,1
2020-02-03 12:47:01,1,1
2019-04-19 08:37:55,1,1
2019-01-20 17:58:33,1,1
2019-04-19 08:37:55,1,1
2019-01-20 17:58:33,1,1
2019-01-20 17:58:33,1,1
2019-04-19 08:37:55,1,1
2020-02-19 10:57:54,1,1
2020-02-19 10:57:54,1,1
2020-02-19 10:57:54,1,1
2020-02-19 10:57:54,1,1
2019-01-16 10:28:34,1,0
2019-01-16 10:28:34,1,0
2019-01-16 10:28:34,1,0
2019-01-16 10:28:34,1,0
2019-01-16 09:46:28,1,1
2019-01-16 09:46:28,1,1
2019-01-16 09:46:28,1,1
2019-01-16 09:46:28,1,1
2019-01-16 09:46:28,1,1
2019-01-16 09:46:28,1,1
2019-01-16 09:46:28,1,1
2019-01-16 09:46:28,1,1
2019-01-16 09:48:11,1,1
2019-01-23 19:42:47,1,1
2019-01-23 19:42:47,1,1
2019-01-23 19:42:47,1,1
2019-01-23 19:42:47,1,1
2019-06-06 21:21:30,0,60000
2019-06-06 21:21:30,0,60000
2019-06-06 21:21:30,0,60000
2019-06-06 21:21:30,0,60000
2019-06-06 21:21:30,0,60000
2019-06-06 21:21:30,0,60000
2019-12-12 10:29:55,1,1
2019-12-12 10:29:55,1,1
2019-03-07 09:37:06,1,0
2019-03-07 09:37:06,1,0
2020-02-05 09:17:19,1,1
2019-02-05 10:58:36,1,1
2019-02-05 10:58:36,1,1
2019-02-05 10:58:36,1,1
2019-02-05 10:58:36,1,1
2019-02-05 10:58:36,1,1
2019-02-05 10:58:36,1,1
2019-02-05 10:58:36,1,1
2019-02-05 10:58:36,1,1
2019-02-05 10:58:36,1,1
2019-02-18 11:30:49,1,1
2019-01-17 13:22:49,1,1
2019-01-17 13:22:49,1,1
2019-01-17 13:22:49,1,1
2019-01-17 13:22:49,1,1
2019-01-17 13:22:49,1,1
2019-01-17 13:22:49,1,1
2019-01-17 13:22:49,1,1
2019-01-17 13:22:49,1,1
2019-01-17 13:22:49,1,1
2019-01-17 13:22:49,1,1
2019-01-17 13:22:49,1,1
2019-12-11 09:32:48,1,1
2019-08-13 17:43:38,24000000,120000
2019-01-20 16:09:27,1,1
2019-01-20 16:09:27,1,1
2019-01-20 16:09:27,1,1
2019-01-20 16:09:27,1,1
2019-01-20 16:09:27,1,1
2019-01-20 16:09:27,1,1
2019-01-20 16:09:27,1,1
2019-01-22 09:17:34,1,0
2019-01-22 09:17:34,1,0
2019-01-22 09:17:34,1,0
2019-01-22 13:44:11,1,1
2019-01-22 13:44:11,1,1
2019-01-22 13:44:11,1,1
2019-01-22 13:44:11,1,1
2019-01-22 13:44:11,1,1
2019-01-22 13:44:11,1,1
2019-01-22 13:44:11,1,1
2019-01-22 13:44:11,1,1
2019-01-22 13:44:11,1,1
2019-02-08 07:29:49,1,1
2019-08-15 09:22:50,1,0
2019-08-15 09:22:50,1,0
2019-08-15 09:22:50,1,0
2019-01-24 13:09:11,1,1
2019-01-24 13:09:11,1,1
2019-01-24 13:09:11,1,1
2019-01-24 13:09:11,1,1
2019-01-24 13:09:11,1,1
2019-01-24 13:09:11,1,1
2019-01-24 13:09:11,1,1
2019-01-24 13:09:11,1,1
2020-03-05 12:52:59,1,1
2020-03-05 12:52:59,1,1
2020-03-05 12:52:59,1,1
2020-03-05 12:52:59,1,1
2020-03-05 12:52:59,1,1
2020-03-05 12:52:59,1,1
2019-01-25 08:50:54,1,1
2019-01-25 08:50:54,1,1
2019-01-25 08:50:54,1,1
2019-02-14 12:16:50,1,1
2019-02-14 12:16:50,1,1
2019-02-14 12:16:50,1,1
2019-02-14 12:16:50,1,1
2019-02-14 12:16:50,1,1
2019-02-14 12:16:50,1,1
2019-02-14 12:16:50,1,1
2020-01-20 16:25:36,1,1
2020-01-20 16:25:36,1,1
2020-01-20 16:25:36,1,1
2020-01-20 16:25:36,1,1
2020-01-20 16:25:36,1,1
2020-01-20 16:25:36,1,1
2020-01-20 16:25:36,1,1
2020-01-20 16:25:36,1,1
2019-01-25 10:48:44,1,1
2019-01-25 10:48:44,1,1
2020-05-05 11:39:12,1,1
2020-05-05 11:39:12,1,1
2020-05-05 11:39:12,1,1
2019-02-22 14:17:54,1,1
2019-02-22 14:17:54,1,1
2019-02-06 11:17:05,1,1
2019-01-28 13:32:55,1,1
2019-01-28 13:32:55,1,1
2019-01-28 13:32:55,1,1
2019-01-28 13:32:55,1,1
2019-01-28 13:32:55,1,1
2019-01-28 13:32:55,1,1
2019-01-28 13:32:55,1,1
2019-01-28 13:32:55,1,1
2019-01-28 13:32:55,1,1
2019-01-28 13:32:55,1,1
2019-01-28 13:32:55,1,1
2019-01-28 13:32:55,1,1
2019-01-28 13:32:55,1,1
2019-01-28 13:32:55,1,1
2019-01-28 13:32:55,1,1
2019-01-28 13:32:55,1,1
2019-01-28 13:32:55,1,1
2019-01-28 13:32:55,1,1
2019-01-28 13:32:55,1,1
2019-01-28 13:32:55,1,1
2019-09-11 16:30:07,10,10
2019-09-11 16:30:07,10,10
2019-09-11 16:30:07,10,10
2019-09-11 16:30:07,10,10
2019-09-11 16:30:07,10,10
2019-09-11 16:30:07,10,10
2019-09-11 16:30:07,10,10
2019-09-11 16:30:07,10,10
2019-09-11 16:30:07,10,10
2019-04-16 15:26:54,1,1
2019-04-16 15:26:54,1,1
2019-04-16 15:26:54,1,1
2019-03-15 16:05:09,4500000,18000
2019-03-15 16:05:09,4500000,18000
2019-01-29 15:22:16,1,1
2019-01-29 15:22:16,1,1
2019-01-29 15:22:16,1,1
2019-01-29 15:22:16,1,1
2019-01-29 22:37:51,1,1
2019-01-29 22:37:51,1,1
2019-03-21 12:30:08,1,1
2019-03-21 12:30:08,1,1
2019-03-21 12:30:08,1,1
2019-03-21 12:30:08,1,1
2019-03-21 12:30:08,1,1
2019-03-21 12:30:08,1,1
2019-02-08 11:28:43,1,1
2019-02-08 11:28:43,1,1
2019-02-08 11:28:43,1,1
2019-02-05 20:49:19,1,1
2019-02-05 20:49:19,1,1
2019-02-05 20:49:19,1,1
2019-02-05 20:49:19,1,1
2019-02-05 20:49:19,1,1
2019-04-01 14:55:15,1,1
2019-04-01 14:55:15,1,1
2019-04-01 14:55:15,1,1
2019-04-01 14:55:15,1,1
2019-04-01 14:55:15,1,1
2019-04-01 14:55:15,1,1
2019-04-01 14:55:15,1,1
2019-04-01 14:55:15,1,1
2019-04-01 14:55:15,1,1
2019-04-01 14:55:15,1,1
2019-05-10 11:19:44,1,1
2019-05-10 11:19:44,1,1
2019-05-10 11:19:44,1,1
2019-05-10 11:19:44,1,1
2019-05-10 11:19:44,1,1
2019-05-10 11:19:44,1,1
2019-05-10 11:19:44,1,1
2019-05-10 11:19:44,1,1
2019-05-10 11:19:44,1,1
2019-04-01 15:26:07,1,1
2019-04-01 15:26:07,1,1
2019-04-01 15:26:07,1,1
2019-04-01 15:26:07,1,1
2019-04-01 15:26:07,1,1
2019-04-01 15:26:07,1,1
2019-04-01 15:26:07,1,1
2019-04-01 15:26:07,1,1
2019-04-01 15:26:07,1,1
2019-04-01 15:26:07,1,1
2019-02-27 22:32:26,0,0
2019-02-01 19:40:40,0,0
2019-02-01 19:40:40,0,0
2019-02-04 13:14:02,1,1
2019-02-04 13:14:02,1,1
2019-03-14 14:41:38,0,0
2019-03-14 14:41:38,0,0
2019-03-14 14:41:38,0,0
2019-03-14 14:41:38,0,0
2019-02-06 12:43:00,0,0
2019-02-04 21:10:12,1,1
2019-02-04 21:10:12,1,1
2019-02-04 21:10:12,1,1
2019-02-04 21:10:12,1,1
2019-02-04 21:10:12,1,1
2019-02-04 21:10:12,1,1
2019-02-04 21:10:12,1,1
2019-02-04 21:10:12,1,1
2019-02-04 21:10:12,1,1
2019-02-04 21:10:12,1,1
2019-02-04 21:10:12,1,1
2019-02-05 09:40:27,1,1
2019-02-05 09:40:27,1,1
2019-02-05 09:40:27,1,1
2019-02-05 09:40:27,1,1
2019-02-05 11:46:38,1,1
2019-02-05 11:46:38,1,1
2019-03-13 19:27:24,10000000,100000
2019-02-05 22:14:52,1,1
2019-02-05 22:14:52,1,1
2019-04-16 08:58:41,1,1
2019-04-16 08:58:41,1,1
2019-04-16 08:58:41,1,1
2019-04-16 08:58:41,1,1
2019-04-16 08:58:41,1,1
2019-04-16 08:58:41,1,1
2019-04-16 08:58:41,1,1
2019-04-16 08:58:41,1,1
2019-02-06 08:43:59,1,1
2019-02-06 08:43:59,1,1
2019-02-06 08:43:59,1,1
2019-02-06 08:43:59,1,1
2019-12-20 15:23:12,1000000,5000
2019-12-18 09:10:45,1,1
2019-12-18 09:10:45,1,1
2019-12-18 09:10:45,1,1
2019-12-18 09:10:45,1,1
2019-12-18 09:10:45,1,1
2019-12-18 09:10:45,1,1
2019-02-07 16:19:34,1,1
2019-02-07 16:19:34,1,1
2019-02-07 16:19:34,1,1
2019-02-07 16:19:34,1,1
2019-02-07 16:19:34,1,1
2019-02-07 16:19:34,1,1
2019-02-08 12:09:31,1,1
2019-02-08 12:09:31,1,1
2019-02-08 12:09:31,1,1
2019-02-08 12:09:31,1,1
2019-02-08 12:09:31,1,1
2019-02-08 12:09:31,1,1
2019-02-07 18:36:39,1,0
2019-09-03 17:41:02,0,0
2019-09-03 17:41:02,0,0
2019-09-03 17:41:02,0,0
2019-09-03 17:41:02,0,0
2019-09-03 21:32:20,45000000,1044
2019-09-03 21:32:20,45000000,1044
2019-09-03 21:32:20,45000000,1044
2019-02-08 14:56:25,1,1
2019-02-08 14:56:25,1,1
2019-02-27 22:14:51,0,0
2019-02-27 22:14:51,0,0
2019-04-25 15:47:24,1,1
2019-04-25 15:47:24,1,1
2019-04-25 15:47:24,1,1
2019-02-11 11:03:07,1,1
2019-02-11 11:03:07,1,1
2019-02-11 11:03:07,1,1
2019-02-11 11:03:07,1,1
2019-09-20 14:02:13,4000000,19744
2019-09-20 14:02:13,4000000,19744
2019-09-20 14:02:13,4000000,19744
2019-09-20 14:02:13,4000000,19744
2019-09-20 14:02:13,4000000,19744
2019-09-20 14:02:13,4000000,19744
2019-09-20 14:02:13,4000000,19744
2019-02-12 10:55:41,1,1
2019-02-12 10:55:41,1,1
2019-02-14 15:26:32,1,1
2019-03-04 08:58:27,1,1
2019-02-28 09:52:20,1,1
2020-03-24 22:11:30,1000000,5000
2020-03-24 22:11:30,1000000,5000
2020-03-24 22:11:30,1000000,5000
2019-03-04 15:25:14,1,1
2019-03-04 15:25:14,1,1
2019-03-04 15:25:14,1,1
2019-03-04 15:25:14,1,1
2020-01-13 21:10:08,1000000,5000
2020-01-13 21:10:08,1000000,5000
2019-02-15 14:09:09,1,1
2019-02-15 14:09:09,1,1
2019-02-15 14:09:09,1,1
2019-02-15 14:09:09,1,1
2019-02-15 14:09:09,1,1
2019-03-08 10:30:11,1,1
2019-03-08 10:30:11,1,1
2019-02-14 14:59:10,1,1
2019-02-14 14:59:10,1,1
2019-02-14 14:59:10,1,1
2019-04-17 13:00:13,1,0
2019-04-17 13:00:13,1,0
2019-04-17 13:00:13,1,0
2019-02-15 08:19:55,1,1
2019-02-15 08:19:55,1,1
2019-02-15 08:19:55,1,1
2019-02-15 08:19:55,1,1
2019-02-15 08:19:55,1,1
2019-02-15 08:19:55,1,1
2019-02-15 08:19:55,1,1
2019-02-15 13:28:44,1,1
2019-12-18 20:28:10,1000000,5000
2019-12-18 20:28:10,1000000,5000
2019-12-18 20:28:10,1000000,5000
2019-12-18 20:28:10,1000000,5000
2019-12-18 20:28:10,1000000,5000
2019-12-18 20:28:10,1000000,5000
2019-12-18 20:28:10,1000000,5000
2019-12-18 20:28:10,1000000,5000
2019-03-04 08:46:57,1,1
2019-03-04 08:46:57,1,1
2019-02-19 18:09:32,40000000,110000
2019-02-19 18:09:32,40000000,110000
2019-02-19 18:09:32,40000000,110000
2019-02-19 18:09:32,40000000,110000
2019-02-19 18:09:32,40000000,110000
2019-02-19 18:09:32,40000000,110000
2019-02-18 14:13:13,1,1
2019-02-18 14:13:13,1,1
2019-02-18 14:13:13,1,1
2019-02-18 14:13:13,1,1
2019-02-18 14:13:13,1,1
2019-02-18 14:13:13,1,1
2019-02-18 17:45:16,1,1
2019-02-18 17:45:16,1,1
2019-02-18 17:45:16,1,1
2019-02-18 17:45:16,1,1
2019-02-18 17:45:16,1,1
2019-02-18 17:45:16,1,1
2019-02-18 17:45:16,1,1
2019-02-18 17:45:16,1,1
2019-08-13 14:30:39,8250000,86000
2019-08-13 14:30:39,8250000,86000
2019-08-13 14:30:39,8250000,86000
2019-08-13 14:30:39,8250000,86000
2019-08-13 14:30:39,8250000,86000
2019-03-06 15:41:08,1,1
2019-03-06 15:41:08,1,1
2019-03-19 15:01:27,0,0
2019-03-19 15:01:27,0,0
2020-03-20 17:20:05,1000000,5000
2020-03-20 17:20:05,1000000,5000
2020-03-20 17:20:05,1000000,5000
2020-03-20 17:20:05,1000000,5000
2020-03-20 17:20:05,1000000,5000
2020-03-20 17:20:05,1000000,5000
2020-03-20 17:20:05,1000000,5000
2020-03-20 17:20:05,1000000,5000
2020-03-20 17:20:05,1000000,5000
2020-03-20 17:20:05,1000000,5000
2020-03-20 17:20:05,1000000,5000
2020-03-20 17:20:05,1000000,5000
2020-03-20 17:20:05,1000000,5000
2020-03-20 17:20:05,1000000,5000
2020-03-20 17:20:05,1000000,5000
2020-03-20 17:20:05,1000000,5000
2019-06-14 14:43:57,1000000,5000
2019-06-14 14:43:57,1000000,5000
2019-06-14 14:43:57,1000000,5000
2019-06-14 14:43:57,1000000,5000
2019-06-14 14:43:57,1000000,5000
2019-06-14 14:43:57,1000000,5000
2019-06-14 14:43:57,1000000,5000
2019-06-14 14:43:57,1000000,5000
2019-06-14 14:43:57,1000000,5000
2019-06-14 14:43:57,1000000,5000
2019-06-14 14:43:57,1000000,5000
2019-02-21 13:49:41,1,1
2019-02-21 13:49:41,1,1
2019-02-21 13:49:41,1,1
2019-02-21 13:49:41,1,1
2019-02-21 13:49:41,1,1
2019-03-21 18:25:50,0,0
2019-03-21 18:25:50,0,0
2019-03-21 18:25:50,0,0
2019-03-21 18:25:50,0,0
2019-05-13 15:19:04,1,0
2019-05-13 15:19:04,1,0
2019-05-13 15:19:04,1,0
2019-05-13 15:19:04,1,0
2019-05-13 15:19:04,1,0
2019-05-13 15:19:04,1,0
2019-05-13 15:19:04,1,0
2019-05-13 15:19:04,1,0
2019-05-13 15:19:04,1,0
2019-07-23 17:16:02,1,1
2019-07-23 17:16:02,1,1
2019-07-23 17:16:02,1,1
2019-07-23 17:16:02,1,1
2019-07-23 17:16:02,1,1
2019-02-25 16:04:01,1,1
2019-02-25 16:04:01,1,1
2019-05-30 11:40:11,1,1
2019-05-30 11:40:11,1,1
2019-05-30 11:40:11,1,1
2019-05-30 11:40:11,1,1
2019-05-30 11:40:11,1,1
2019-06-12 13:18:15,0,0
2019-06-12 13:18:15,0,0
2019-06-12 13:18:15,0,0
2019-06-12 13:18:15,0,0
2019-09-24 19:29:37,15000000,1
2019-09-24 19:29:37,15000000,1
2019-09-24 19:29:37,15000000,1
2019-09-24 19:29:37,15000000,1
2019-09-24 19:29:37,15000000,1
2019-09-24 19:29:37,15000000,1
2019-09-24 19:29:37,15000000,1
2019-09-24 19:29:37,15000000,1
2019-09-24 19:29:37,15000000,1
2019-09-24 19:29:37,15000000,1
2019-09-24 19:29:37,15000000,1
2019-09-24 19:29:37,15000000,1
2019-02-26 21:44:23,0,0
2019-02-26 21:44:23,0,0
2019-02-26 21:44:23,0,0
2019-03-09 16:54:32,1000000,5000
2019-03-09 16:54:32,1000000,5000
2019-03-09 16:54:32,1000000,5000
2019-03-09 16:54:32,1000000,5000
2019-03-09 16:54:32,1000000,5000
2019-03-09 16:54:32,1000000,5000
2019-03-09 16:54:32,1000000,5000
2019-03-09 16:54:32,1000000,5000
2019-03-09 16:54:32,1000000,5000
2019-03-09 16:54:32,1000000,5000
2019-03-09 16:54:32,1000000,5000
2019-03-09 16:54:32,1000000,5000
2019-02-27 16:49:07,1,1
2020-03-13 16:15:01,1,1
2020-03-13 16:15:01,1,1
2020-03-13 16:15:01,1,1
2020-03-13 16:15:01,1,1
2020-03-13 16:15:01,1,1
2019-09-30 13:00:24,0,0
2019-09-30 13:00:24,0,0
2019-09-30 13:00:24,0,0
2019-09-30 13:00:24,0,0
2020-02-12 07:58:28,1,1
2020-02-12 07:58:28,1,1
2019-03-27 11:26:45,1,1
2019-03-27 11:26:45,1,1
2019-03-27 11:26:45,1,1
2019-05-03 14:36:38,1,1
2019-05-03 14:36:38,1,1
2019-05-03 14:36:38,1,1
2019-03-07 15:02:11,1,1
2019-03-07 15:02:11,1,1
2019-03-07 15:02:11,1,1
2019-03-07 15:02:11,1,1
2019-03-01 16:07:16,1,1
2019-03-01 16:07:16,1,1
2019-03-01 16:07:16,1,1
2019-03-01 16:07:16,1,1
2019-03-01 16:07:16,1,1
2019-07-01 08:35:03,1,1
2019-02-28 15:57:26,1,0
2019-02-28 15:57:26,1,0
2019-02-28 15:57:26,1,0
2019-04-01 17:02:08,1,0
2019-05-22 21:40:17,1,1
2019-05-22 21:40:17,1,1
2019-05-22 21:40:17,1,1
